month,year,CHIRPS,ERA5,PERSIANN,Rainfall
2,2007,19.72419912,52.32268944,61.35417986,27
3,2007,21.62032759,23.44983444,32.38150346,59
4,2007,25.76135993,42.4646847,40.06298971,13
5,2007,87.60415602,75.09458065,134.2656077,260
6,2007,259.4742966,684.4947338,444.3099853,313
7,2007,459.0721483,472.3546505,476.5536473,364
8,2007,164.3717604,235.6823534,311.1355007,236
9,2007,265.7908468,247.8520274,419.018617,309
10,2007,146.5584097,125.2747625,150.2886573,76
11,2007,14.43699747,23.60579558,12.77659321,1
12,2007,1.272620693,0.053362921,0.269048244,0
1,2008,43.19057691,36.40472889,59.592206,26
2,2008,5.743238807,5.357066169,0,0
3,2008,22.03903544,8.265851997,51.42907864,0
4,2008,26.32281768,11.51325926,66.25481123,30
5,2008,119.5602279,183.087647,233.8039061,144
6,2008,255.9069242,458.2488537,391.305056,247
7,2008,394.6021547,387.160033,411.4885072,373
8,2008,252.518539,332.8698277,440.512835,245
9,2008,201.4773388,238.4717166,243.9319428,129
10,2008,139.2515926,74.49951768,119.7680713,121
11,2008,4.498664826,0.275164843,3.167878151,0
12,2008,1.191217169,1.358902082,1.392178714,0
1,2009,8.60599196,4.750655964,2.391728163,1
2,2009,5.586137235,7.074408233,6.432608366,7
3,2009,39.44531322,16.70125313,32.9163534,28
4,2009,13.16630924,1.064186916,3.745019734,0
5,2009,109.4162683,287.584424,216.398342,131
6,2009,133.5537025,116.3221523,144.2985845,126
7,2009,235.7142286,323.6844242,354.5326802,183
8,2009,338.7335072,508.9919567,489.3096898,240
9,2009,190.2003651,283.3583951,278.0023174,282
10,2009,138.0102363,126.5482754,149.4264387,45
11,2009,6.09099111,3.950884566,6.852931261,0
12,2009,1.225933842,5.104325712,0.642634541,0
1,2010,8.415536165,0,2.220342577,0
2,2010,9.189090729,1.400915906,14.05761838,2
3,2010,13.50124288,5.644781515,12.39872867,2
4,2010,24.25041115,37.95692697,48.41088921,37
5,2010,97.93708897,178.2960594,190.9559189,75
6,2010,278.8557129,381.1157644,366.9806386,211
7,2010,180.4428482,222.3587632,252.3566157,94
8,2010,157.3144057,181.9317192,266.4471554,101
9,2010,163.9421375,239.8748398,282.1632166,101
10,2010,140.4047527,188.3267909,80.69447124,127
11,2010,5.337864578,11.68027334,1.430008769,3
